iButton_Temp,Time_Date,Object,Size,Location,id,Month,Season
34,06/11/2020 10:45,Rock,Medium,Tzeelim,1,6,Summer
34.5,06/11/2020 11:45,Rock,Medium,Tzeelim,1,6,Summer
35.5,06/11/2020 12:45,Rock,Medium,Tzeelim,1,6,Summer
36.5,06/11/2020 13:45,Rock,Medium,Tzeelim,1,6,Summer
37,06/11/2020 14:45,Rock,Medium,Tzeelim,1,6,Summer
37.5,06/11/2020 15:45,Rock,Medium,Tzeelim,1,6,Summer
37.5,06/11/2020 16:45,Rock,Medium,Tzeelim,1,6,Summer
37,06/11/2020 17:45,Rock,Medium,Tzeelim,1,6,Summer
36,06/11/2020 18:45,Rock,Medium,Tzeelim,1,6,Summer
35,06/11/2020 19:45,Rock,Medium,Tzeelim,1,6,Summer
34,06/11/2020 20:45,Rock,Medium,Tzeelim,1,6,Summer
33.5,06/11/2020 21:45,Rock,Medium,Tzeelim,1,6,Summer
33,06/11/2020 22:45,Rock,Medium,Tzeelim,1,6,Summer
32.5,06/11/2020 23:45,Rock,Medium,Tzeelim,1,6,Summer
32,06/12/2020 0:45,Rock,Medium,Tzeelim,1,6,Summer
31,06/12/2020 1:45,Rock,Medium,Tzeelim,1,6,Summer
30.5,06/12/2020 2:45,Rock,Medium,Tzeelim,1,6,Summer
30,06/12/2020 3:45,Rock,Medium,Tzeelim,1,6,Summer
30,06/12/2020 4:45,Rock,Medium,Tzeelim,1,6,Summer
29.5,06/12/2020 5:45,Rock,Medium,Tzeelim,1,6,Summer
30,06/12/2020 6:45,Rock,Medium,Tzeelim,1,6,Summer
31.5,06/12/2020 7:45,Rock,Medium,Tzeelim,1,6,Summer
32,06/12/2020 8:45,Rock,Medium,Tzeelim,1,6,Summer
33,06/12/2020 9:45,Rock,Medium,Tzeelim,1,6,Summer
34,06/12/2020 10:45,Rock,Medium,Tzeelim,1,6,Summer
34.5,06/12/2020 11:45,Rock,Medium,Tzeelim,1,6,Summer
35,06/12/2020 12:45,Rock,Medium,Tzeelim,1,6,Summer
35.5,06/12/2020 13:45,Rock,Medium,Tzeelim,1,6,Summer
36,06/12/2020 14:45,Rock,Medium,Tzeelim,1,6,Summer
36,06/12/2020 15:45,Rock,Medium,Tzeelim,1,6,Summer
36,06/12/2020 16:45,Rock,Medium,Tzeelim,1,6,Summer
36,06/12/2020 17:45,Rock,Medium,Tzeelim,1,6,Summer
36,06/12/2020 18:45,Rock,Medium,Tzeelim,1,6,Summer
35.5,06/12/2020 19:45,Rock,Medium,Tzeelim,1,6,Summer
35.5,06/12/2020 20:45,Rock,Medium,Tzeelim,1,6,Summer
35,06/12/2020 21:45,Rock,Medium,Tzeelim,1,6,Summer
33.5,06/12/2020 22:45,Rock,Medium,Tzeelim,1,6,Summer
33,06/12/2020 23:45,Rock,Medium,Tzeelim,1,6,Summer
32,6/13/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/13/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/13/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/13/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/13/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/13/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/13/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32,6/13/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/13/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/13/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/13/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/13/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
36,6/13/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37.5,6/13/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38,6/13/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/13/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/13/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/13/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/13/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37.5,6/13/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/13/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/13/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/13/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/13/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/14/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/14/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/14/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/14/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/14/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/14/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/14/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/14/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/14/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/14/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/14/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/14/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/14/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/14/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/14/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/14/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/14/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/14/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/14/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/14/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/14/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/14/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/14/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
32,6/14/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/15/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
28.5,6/15/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
28,6/15/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
28,6/15/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
27.5,6/15/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
27.5,6/15/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29,6/15/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/15/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/15/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32,6/15/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/15/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/15/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/15/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/15/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/15/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/15/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/15/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/15/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/15/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/15/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/15/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/15/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/15/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
31,6/15/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
30,6/16/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/16/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/16/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/16/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/16/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/16/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/16/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/16/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/16/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/16/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/16/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/16/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/16/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/16/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/16/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/16/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/16/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/16/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/16/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/16/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/16/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/16/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
32,6/16/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/16/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
31,6/17/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/17/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/17/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/17/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/17/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/17/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/17/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/17/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/17/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/17/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/17/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/17/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/17/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/17/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37.5,6/17/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38,6/17/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38,6/17/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38,6/17/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37.5,6/17/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/17/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/17/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/17/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/17/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/17/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/18/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/18/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/18/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/18/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/18/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/18/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/18/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/18/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/18/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/18/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/18/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/18/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
37,6/18/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38,6/18/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/18/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/18/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38,6/18/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/18/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/18/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/18/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34,6/18/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/18/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/18/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/18/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
32,6/19/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32,6/19/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/19/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/19/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/19/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/19/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/19/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/19/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/19/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/19/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/19/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/19/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
35,6/19/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/19/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/19/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/19/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/19/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/19/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/19/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/19/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/19/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/19/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/19/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
31,6/19/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/20/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/20/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/20/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/20/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/20/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/20/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/20/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/20/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/20/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/20/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/20/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/20/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/20/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/20/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/20/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/20/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/20/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/20/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/20/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/20/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/20/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/20/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/20/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/20/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
32,6/21/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/21/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/21/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/21/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/21/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/21/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/21/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/21/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31,6/21/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/21/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/21/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/21/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/21/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/21/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/21/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/21/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/21/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/21/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/21/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/21/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/21/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/21/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/21/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/21/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/22/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/22/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/22/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/22/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/22/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/22/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/22/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/22/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
35,6/22/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
36,6/22/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/22/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
37,6/22/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
38,6/22/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/22/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/22/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/22/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
39,6/22/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
39,6/22/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
38.5,6/22/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37.5,6/22/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36.5,6/22/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/22/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/22/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/22/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34,6/23/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/23/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32,6/23/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/23/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32,6/23/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/23/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32,6/23/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32,6/23/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/23/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/23/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/23/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/23/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
36,6/23/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/23/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37.5,6/23/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/23/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37.5,6/23/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37,6/23/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
37.5,6/23/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/23/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/23/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/23/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/23/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
31,6/23/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
30,6/24/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29,6/24/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29,6/24/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29,6/24/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/24/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
28.5,6/24/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/24/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/24/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/24/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/24/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/24/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33.5,6/24/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/24/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/24/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/24/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/24/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/24/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
36,6/24/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/24/20 6:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/24/20 7:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/24/20 8:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34,6/24/20 9:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
33,6/24/20 10:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
30.5,6/24/20 11:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/25/20 12:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29,6/25/20 1:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29,6/25/20 2:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29,6/25/20 3:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/25/20 4:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
29.5,6/25/20 5:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
30,6/25/20 6:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
31.5,6/25/20 7:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
32.5,6/25/20 8:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/25/20 9:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
33,6/25/20 10:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34,6/25/20 11:45:00 AM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/25/20 12:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
34.5,6/25/20 1:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/25/20 2:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35,6/25/20 3:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/25/20 4:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
35.5,6/25/20 5:45:00 PM,Rock,Medium,Tzeelim,1,6,Summer
